largest_property_use_type_-_gross_floor_area_(ft),energy_star_score,source_eui_(kbtu/ft),weather_normalized_source_eui_(kbtu/ft),site_eui_(kbtu/ft),weather_normalized_site_eui_(kbtu/ft),weather_normalized_site_electricity_intensity_(kwh/ft),weather_normalized_site_natural_gas_intensity_(therms/ft),natural_gas_use_(kbtu),weather_normalized_site_natural_gas_use_(therms),electricity_use_-_grid_purchase_(kwh),weather_normalized_site_electricity_(kwh),total_ghg_emissions_(metric_tons_co2e),direct_ghg_emissions_(metric_tons_co2e),indirect_ghg_emissions_(metric_tons_co2e),occupancy,number_of_buildings,self-reported_gross_floor_area_(ft),age,primary_property_type_-_self_selected,postal_code,largest_property_use_type,metered_areas_(energy),borough,AddressNumber,StreetName,label_for_target_var
116000.0,93.0,78.7,81.8,59.4,62.2,2.8,0.5,5811399.8,61192.3,316662.0,320661.1,400.2,308.7,91.5,100,1,116000,97,Multifamily Housing,11230,Multifamily Housing,Whole Building,Brooklyn,1641,OCEAN,2
876500.0,100.0,48.4,48.4,18.2,18.2,4.1,0.0,3632518.2,36325.2,3604186.9,3604186.9,1283.2,192.9,1090.3,95,2,876500,59,Multifamily Housing,10451,Multifamily Housing,Whole Building,Bronx,780/790/800,Village,2
50000.0,65.0,115.3,119.7,41.2,42.8,12.5,,,,603247.5,626688.3,174.3,0.0,174.3,100,1,50000,56,Multifamily Housing,10033,Multifamily Housing,Whole Building,Manhattan,55,Overlook,1
94246.0,97.0,90.6,91.6,35.9,36.7,7.4,0.1,999674.0,10619.5,699439.9,701564.9,264.7,53.1,211.6,100,1,94246,61,Office,11435,Office,Whole Building,Queens,144-06,94,2
130292.0,90.0,89.3,95.5,62.2,68.0,3.4,0.6,6865252.9,76448.6,455081.0,456376.6,502.3,364.6,137.7,100,1,135251,94,Multifamily Housing,10024,Multifamily Housing,Whole Building,Manhattan,27,86th,2
55832.0,15.0,243.3,245.0,121.4,125.2,15.9,0.7,3745697.2,40275.3,923778.9,904684.9,478.4,199.0,279.4,100,1,56832,98,Hotel,10010,Hotel,Whole Building,Manhattan,201,24th,0
766245.0,64.0,263.5,264.1,109.9,110.9,19.8,,,,18530157.6,18450410.7,8211.5,0.0,8211.5,100,1,932602,52,Office,10019,Office,Whole Building,Manhattan,555,57th,1
110400.0,37.0,180.3,183.5,87.5,91.7,12.3,0.4,4356099.8,48824.5,1372399.9,1354009.9,692.6,277.5,415.2,100,1,110400,23,K-12 School,11220,K-12 School,Whole Building,Brooklyn,6302,9th,1
143000.0,10.0,226.6,229.3,96.4,99.6,17.5,0.4,5196599.9,57174.9,2515199.7,2500665.8,1036.9,276.0,760.9,100,1,143000,13,K-12 School,11432,K-12 School,Whole Building,Queens,160-20,Goethals,0
39000.0,47.0,137.3,142.6,101.5,106.4,5.2,0.9,3276129.9,34599.7,200344.3,201795.6,231.9,174.0,57.9,100,1,39000,68,Multifamily Housing,10452,Multifamily Housing,Whole Building,Bronx,217,Eden,1
157183.0,84.0,102.1,106.3,76.9,80.8,3.0,0.7,10477698.4,110817.1,471328.2,472827.7,699.1,556.5,142.6,100,1,157183,23,Multifamily Housing,11235,Multifamily Housing,Whole Building,Brooklyn,105,Oceana,2
147600.0,71.0,105.6,109.7,66.0,70.3,5.1,0.5,6119400.4,67925.7,758399.9,747841.5,631.1,401.6,229.4,100,1,147600,94,K-12 School,11204,K-12 School,Whole Building,Brooklyn,99,P,2
30802.0,78.0,103.2,105.9,50.5,52.4,8.5,0.2,673200.0,7189.0,258830.9,262443.3,110.5,35.8,74.8,100,1,30802,19,Multifamily Housing,11215,Multifamily Housing,Whole Building,Brooklyn,347-353,3rd,2
60000.0,81.0,89.4,89.5,68.0,68.5,2.7,0.3,1487230.3,15231.8,162846.2,159964.0,281.7,232.5,49.3,100,1,60000,98,Multifamily Housing,10467,Multifamily Housing,Whole Building,Bronx,3215-17,HULL,2
101297.0,27.0,159.1,,95.7,,10.0,0.0,111584.8,1132.8,1035916.2,1017054.6,753.9,454.6,299.3,100,1,101297,32,Multifamily Housing,10022,Multifamily Housing,Whole Building,Manhattan,284,Mott,0
52998.0,71.0,89.6,99.1,70.8,79.9,2.6,0.7,3287300.0,37717.9,135916.8,135354.7,213.9,174.6,39.3,100,1,52998,100,Multifamily Housing,11230,Multifamily Housing,Whole Building,Brooklyn,1463,Ocean,2
64800.0,33.0,127.7,135.4,99.2,106.7,3.8,0.0,216360.0,2163.6,243403.8,244790.6,490.4,416.8,73.6,100,1,64800,96,Multifamily Housing,10463,Multifamily Housing,Whole Building,Bronx,3816,Review,1
88350.0,39.0,124.9,127.9,72.2,75.2,8.2,0.5,3905426.6,41647.2,725448.4,725448.4,417.1,207.4,209.6,100,1,88350,18,Multifamily Housing,11418,Multifamily Housing,Whole Building,Queens,116-24,Grosvenor,1
44000.0,1.0,275.3,288.5,167.0,179.6,16.7,1.2,4831601.3,53858.5,736959.9,736959.9,469.6,256.6,213.0,100,1,44000,123,College/University,11205,K-12 School,Whole Building,Brooklyn,224-228,Ryerson,0
29315.0,87.0,130.4,135.7,94.8,100.3,4.3,0.9,2346015.0,25144.2,126781.8,124749.6,163.0,124.6,38.4,100,1,29315,101,Multifamily Housing,10453,Multifamily Housing,NA,Bronx,1600,University,2
39670.0,39.0,117.0,122.0,87.3,91.8,3.6,0.8,2984099.9,31571.8,140632.5,142471.5,201.0,158.5,42.5,100,1,39670,95,Multifamily Housing,11203,Multifamily Housing,Whole Building,Brooklyn,903,LENOX,1
74877.0,56.0,103.3,106.2,60.9,63.7,6.6,0.4,2871722.9,30839.1,494227.0,493266.8,295.3,152.5,142.8,100,1,74877,103,Multifamily Housing,10065,Multifamily Housing,Whole Building,Manhattan,325,64th,1
160975.0,85.0,85.3,88.4,55.6,58.7,4.0,0.0,311900.0,3119.0,643199.9,643199.9,696.5,501.9,194.6,100,1,160975,66,K-12 School,11004,K-12 School,Whole Building,Queens,81-14,257th,2
51644.0,9.0,146.3,151.8,116.7,122.4,4.6,0.1,402350.0,4097.9,237976.6,235360.9,452.4,383.6,68.8,100,1,51644,60,Multifamily Housing,10466,Multifamily Housing,Whole Building,Bronx,667,233rd,0
118669.0,37.0,116.2,122.7,92.1,98.5,3.3,0.8,9257914.7,100232.5,389240.4,385842.6,629.8,517.3,112.5,100,1,118669,92,Multifamily Housing,10467,Multifamily Housing,Whole Building,Bronx,2910,Wallace,1
149450.0,98.0,69.5,72.4,47.7,50.6,2.7,0.4,5739199.9,61938.8,406647.6,402719.8,427.8,304.8,123.0,95,1,149450,89,Multifamily Housing,11218,Multifamily Housing,Whole Building,Brooklyn,70,Dahill,2
67725.0,66.0,198.3,198.5,72.5,73.8,17.0,0.2,956667.7,10716.0,1159518.6,1149938.0,401.6,50.8,350.8,100,1,67725,50,Retail Store,10027,Retail Store,Whole Building,Manhattan,208-220,125th,1
98212.0,83.0,83.7,88.0,59.8,64.0,3.5,0.5,4696399.8,51246.3,344350.3,341539.2,349.0,249.4,99.5,100,1,98212,101,Multifamily Housing,11213,Multifamily Housing,Whole Building,Brooklyn,770,Empire,2
66800.0,63.0,111.5,,53.0,,9.4,0.0,2966.7,29.7,633102.4,626882.8,285.5,102.6,182.9,100,1,66800,74,Office,11101,Office,Whole Building,Queens,10-40,45th,1
62535.0,49.0,116.6,120.7,70.6,74.7,7.1,0.5,2898508.9,31589.6,444935.8,442610.7,282.5,154.0,128.6,100,1,62535,10,Multifamily Housing,10468,Multifamily Housing,Whole Building,Bronx,2388,Creston,1
58642.0,50.0,125.4,124.6,83.1,82.8,6.6,0.2,905590.9,9055.9,392356.4,387136.5,359.7,246.3,113.4,100,1,58642,103,Multifamily Housing,10033,Multifamily Housing,Whole Building,Manhattan,812,181st,1
91000.0,26.0,156.4,163.3,105.0,112.0,6.4,0.9,8208600.0,89187.8,641045.4,634899.8,629.9,436.0,193.9,100,1,99000,102,Multifamily Housing,11372,Multifamily Housing,Whole Building,Queens,37-06,80,0
225996.0,63.0,106.0,106.4,60.0,60.1,6.1,0.4,8897706.7,88977.1,1364062.3,1371987.2,885.2,472.6,412.6,100,1,225996,96,Multifamily Housing,10128,Multifamily Housing,Whole Building,Manhattan,1125,Park,1
110280.0,100.0,6.0,5.7,4.4,4.1,0.2,0.0,407800.0,3822.3,22010.0,21675.8,28.3,21.7,6.7,100,1,110280,112,Multifamily Housing,10027,Multifamily Housing,Whole Building,Manhattan,90,Morningside,2
81831.0,64.0,195.9,200.4,81.5,85.8,15.5,0.3,2568578.9,29545.6,1385947.2,1385947.2,555.7,136.4,419.3,100,1,89582,116,Office,10001,Office,Whole Building,Manhattan,43,34th,1
343761.0,10.0,147.7,149.6,73.8,76.7,9.7,0.4,14289699.8,154830.5,3489371.6,3435338.0,1814.6,759.0,1055.6,100,1,354761,117,Multifamily Housing,11201,Multifamily Housing,Whole Building,Brooklyn,70,Washington,0
53900.0,48.0,124.0,130.8,102.2,108.8,2.8,1.0,4994700.1,53545.9,150526.2,149203.6,308.8,265.3,43.5,100,1,53900,84,Multifamily Housing,11214,Multifamily Housing,Whole Building,Brooklyn,8210,19th,1
109783.0,37.0,125.8,129.8,87.2,91.0,5.7,0.7,7425589.9,78363.0,628999.2,630442.2,576.2,394.4,181.8,100,1,109783,17,Multifamily Housing,10468,Multifamily Housing,Whole Building,Bronx,3121,Villa,1
45400.0,22.0,119.3,122.4,61.1,63.2,9.4,0.3,1340400.1,14127.3,419604.0,426540.3,192.4,71.2,121.2,100,1,45400,56,Worship Facility,11235,Worship Facility,Whole Building,Brooklyn,111,End,0
52000.0,52.0,122.0,127.9,92.0,97.7,4.3,0.8,4027299.8,43233.9,221153.8,221153.8,277.8,213.9,63.9,100,1,52000,97,Multifamily Housing,10460,Multifamily Housing,Whole Building,Bronx,1662,Hoe,1
98352.0,84.0,93.6,92.8,64.9,64.6,3.5,0.5,5181277.4,51812.8,351646.8,344270.3,381.6,275.2,106.4,100,1,98352,100,Multifamily Housing,10458,Multifamily Housing,Whole Building,Bronx,2780,CONCOURSE,2
58700.0,21.0,162.1,169.9,121.1,128.5,5.9,1.1,7054676.0,75666.4,408680.8,409738.9,492.8,374.7,118.1,100,1,69786,96,Multifamily Housing,10452,Multifamily Housing,Whole Building,Bronx,1419,Shakespeare,0
28904.0,1.0,157.7,162.7,84.1,88.1,12.0,0.2,552673.4,5497.4,414751.8,420447.5,222.7,102.8,119.8,100,1,35154,73,Multifamily Housing,10011,Multifamily Housing,Whole Building,Manhattan,140,23rd,0
95006.0,100.0,20.5,20.8,10.1,10.3,1.4,0.1,505305.0,5191.8,132516.0,133825.2,66.9,26.8,40.1,100,1,95006,63,Multifamily Housing,10467,Multifamily Housing,Whole Building,Bronx,2385,Barker,2
75312.0,83.0,90.8,95.4,65.4,69.8,3.1,0.6,4132414.7,44607.6,233166.4,233562.0,290.0,219.5,70.5,100,1,75312,86,Multifamily Housing,11226,Multifamily Housing,Whole Building,Brooklyn,45,Martense,2
360050.0,58.0,131.3,137.2,92.4,98.5,4.7,0.8,27339110.6,296154.5,1732826.6,1709956.6,1976.3,1452.1,524.2,100,1,360050,52,Multifamily Housing,11220,Multifamily Housing,Whole Building,Brooklyn,350,65th,1
105000.0,18.0,142.5,148.9,108.8,115.1,4.7,1.0,9731309.7,104111.0,496553.4,492171.1,660.4,516.9,143.5,100,1,105000,97,Multifamily Housing,10472,Multifamily Housing,Whole Building,Bronx,2006,Bronx,0
29520.0,100.0,38.8,,14.8,,3.9,,44956.7,,115038.7,115064.5,35.6,2.4,33.2,100,1,29520,113,Multifamily Housing,10031,Multifamily Housing,Whole Building,Manhattan,527,143rd,2
33480.0,1.0,357.4,377.8,280.7,300.1,10.5,2.6,8201368.0,88457.1,351128.6,351725.1,537.1,435.6,101.5,100,1,33480,107,Multifamily Housing,10458,Multifamily Housing,Whole Building,Bronx,2654,Valentine,0
41087.0,65.0,61.8,64.9,38.8,41.4,3.6,0.3,1101788.2,12005.4,144574.0,146996.2,100.3,58.5,41.8,95,1,41087,63,Non-Refrigerated Warehouse,11433,Non-Refrigerated Warehouse,Whole Building,Queens,76-11,88th,1
50250.0,7.0,163.1,167.6,131.3,135.7,4.2,0.0,232350.0,2338.4,209698.8,209672.9,501.2,437.8,63.4,100,1,50250,94,Multifamily Housing,10461,Multifamily Housing,Whole Building,Bronx,1845,Hobart,0
70000.0,90.0,73.4,78.6,53.2,58.0,3.0,0.5,3018599.9,33569.2,206367.5,206623.5,220.0,160.3,59.6,100,1,70000,53,Multifamily Housing,11215,Multifamily Housing,Whole Building,Brooklyn,225,Park,2
72109.0,90.0,88.6,88.6,28.2,28.2,8.3,0.0,0.0,0.0,596199.9,596199.9,180.4,0.0,180.4,100,1,72109,125,Residence Hall/Dormitory,10027,Residence Hall/Dormitory,Whole Building,Manhattan,566,114th,2
625000.0,6.0,553.4,556.0,433.6,436.1,16.5,3.7,226847827.2,2284200.9,10326505.4,10326505.4,15695.2,12711.2,2984.0,100,1,625000,51,Hospital (General Medical & Surgical),10467,Hospital (General Medical & Surgical),Whole Building,Bronx,111,210th,0
55039.0,22.0,142.0,147.6,87.6,92.7,7.1,0.7,3500694.5,37770.4,386473.1,388064.2,302.8,185.9,116.9,100,1,55039,17,Multifamily Housing,10451,Multifamily Housing,Whole Building,Bronx,863,Melrose,0
109606.0,50.0,113.6,122.9,89.3,97.3,3.5,0.9,8543900.0,93757.8,364828.6,378971.6,559.2,453.8,105.4,100,1,109606,84,Multifamily Housing,11372,Multifamily Housing,Whole Building,Queens,76-15,35th,1
94910.0,65.0,134.2,139.8,90.4,96.3,5.8,0.0,213157.6,2131.6,558389.6,554574.5,666.8,497.9,168.9,100,1,94910,109,Multifamily Housing,10028,Multifamily Housing,Whole Building,Manhattan,103,86th,1
24058.0,77.0,123.6,,98.0,,3.5,0.9,1893173.0,20866.3,84800.0,84800.0,138.0,113.5,24.5,100,1,24058,68,College/University,11205,K-12 School,Whole Building,Brooklyn,331-347,Dekalb,2
39600.0,27.0,117.4,123.3,85.4,90.5,4.7,0.7,2754166.6,29455.1,184068.1,187220.3,199.5,146.3,53.2,100,1,39600,99,Multifamily Housing,10452,Multifamily Housing,Whole Building,Bronx,1476,Shakespeare,0
93000.0,51.0,117.7,122.1,93.3,97.4,3.8,0.1,982887.9,9828.9,350375.7,354553.4,643.0,541.7,101.2,100,1,93000,83,Multifamily Housing,10468,Multifamily Housing,Whole Building,Bronx,2575,Jerome,1
60000.0,75.0,105.0,107.9,76.9,80.1,4.0,0.7,3787899.9,39863.4,242881.0,239768.7,271.4,201.2,70.2,100,1,60000,86,Multifamily Housing,10457,Multifamily Housing,Whole Building,Bronx,1916,Concourse,2
123414.0,54.0,117.5,120.5,77.9,80.8,6.0,0.5,5479751.0,58480.5,748668.2,746270.1,626.4,410.1,216.3,100,1,123414,54,Multifamily Housing,10306,Multifamily Housing,Whole Building,Staten Island,26,EBBITTS,1
121680.0,89.0,82.9,87.8,73.5,78.2,0.8,0.8,8611425.0,91766.6,98013.4,98013.4,487.0,457.4,29.6,100,1,121680,83,Multifamily Housing,11223,Multifamily Housing,Whole Building,Brooklyn,1701,3rd,2
26673.0,39.0,116.1,122.0,80.7,85.5,5.4,0.7,1672900.0,17920.0,140281.9,143550.6,129.4,88.9,40.5,100,1,26673,23,Multifamily Housing,11231,Multifamily Housing,NA,Brooklyn,344,Degraw,1
730042.0,91.0,141.5,146.2,60.0,63.9,10.5,,,,7756644.2,7756644.2,3534.7,0.0,3534.7,70,1,739305,11,Office,10036,Office,Whole Building,Manhattan,50,47th,2
52000.0,77.0,94.2,,72.8,,3.0,0.7,3795600.2,40195.9,181064.9,181064.9,253.9,201.6,52.3,100,1,60650,85,Multifamily Housing,11229,Multifamily Housing,Whole Building,Brooklyn,1730,18,2
38600.0,26.0,121.0,120.9,95.1,95.1,4.0,0.1,380828.1,3808.3,155145.9,154838.6,273.0,228.2,44.8,100,1,38600,93,Multifamily Housing,10466,Multifamily Housing,Whole Building,Bronx,675,234th,0
41674.0,15.0,165.6,173.0,108.9,116.3,8.5,0.9,3318493.3,36360.4,357830.7,354934.6,279.7,176.3,103.4,100,1,41674,96,Multifamily Housing,10065,Multifamily Housing,Whole Building,Manhattan,25,67th,0
45500.0,63.0,92.6,97.9,69.1,73.8,3.4,0.6,2627499.7,28305.3,152035.7,155037.2,183.5,139.6,43.9,100,1,45500,92,Multifamily Housing,11235,Multifamily Housing,Whole Building,Brooklyn,2954,12th,1
47684.0,92.0,67.7,67.7,24.2,24.2,7.1,,,,337750.4,337750.4,97.6,0.0,97.6,100,1,47684,97,Retail Store,11206,Retail Store,Whole Building,Brooklyn,774,Broadway,2
52708.0,100.0,38.8,,13.9,,4.0,0.0,0.0,0.0,214153.8,211021.6,61.9,0.0,61.9,100,1,52708,95,Multifamily Housing,11368,Multifamily Housing,Whole Building,Queens,3720,99,2
67662.0,61.0,127.9,137.2,102.3,111.4,3.4,1.0,6130187.6,67576.5,232221.9,229251.4,392.7,325.6,67.1,100,1,67662,116,Multifamily Housing,10027,Multifamily Housing,Whole Building,Manhattan,45,Tiemann,1
69166.0,70.0,96.3,,72.4,,3.4,,4204770.5,,234795.2,234795.2,291.2,223.3,67.8,100,1,69166,69,Multifamily Housing,10458,Multifamily Housing,Whole Building,Bronx,2980,Briggs,2
148000.0,83.0,97.2,100.7,74.1,77.3,2.8,0.6,8535390.9,90026.2,408885.3,410692.7,653.9,530.2,123.7,100,1,148000,95,Multifamily Housing,10467,Multifamily Housing,Whole Building,Bronx,3400,Wayne,2
46004.0,86.0,81.5,86.9,66.3,71.3,2.0,0.6,2740751.3,29641.6,91062.6,92879.3,171.9,145.6,26.3,100,1,46004,98,Multifamily Housing,10452,Multifamily Housing,Whole Building,Bronx,127,170th,2
34642.0,1.0,219.4,229.5,141.9,149.8,12.1,1.1,3523175.2,37581.8,408504.7,419014.4,305.2,187.1,118.0,100,1,34642,123,Multifamily Housing,10009,Multifamily Housing,Whole Building,Manhattan,29-33,B,0
65667.0,16.0,133.7,139.3,100.2,105.5,4.8,0.9,5508169.9,58565.0,313931.7,313514.9,383.3,292.6,90.7,100,1,65667,96,Multifamily Housing,10452,Multifamily Housing,Whole Building,Bronx,1055,Jerome,0
225500.0,68.0,142.7,143.5,57.4,58.7,13.4,,,,3142893.7,3110436.0,1083.3,0.0,1083.3,95,1,232673,65,Office,10017,Office,Whole Building,Manhattan,630,3rd,2
67032.0,4.0,174.8,184.7,140.2,149.7,4.6,1.3,8336717.9,89826.3,310181.7,308950.1,532.4,442.8,89.6,100,1,67032,86,Multifamily Housing,10457,Multifamily Housing,Whole Building,Bronx,2183,VALENTINE,0
126625.0,16.0,161.9,171.3,116.7,125.5,5.5,1.1,12715700.1,138510.4,718459.0,721138.7,892.7,675.4,217.3,100,1,130000,88,Multifamily Housing,11205,Multifamily Housing,Whole Building,Brooklyn,232,Taaffe,0
61178.0,4.0,211.3,218.0,129.2,136.2,10.5,1.0,6898978.6,74430.6,787148.3,779751.8,604.6,366.4,238.1,100,1,74178,32,Multifamily Housing,11365,Multifamily Housing,Whole Building,Queens,158-13,72nd,0
62890.0,54.0,114.9,120.3,74.6,79.7,6.1,0.6,3944063.5,43085.3,448886.8,450553.2,339.2,209.5,129.7,100,1,73371,63,Multifamily Housing,10459,Multifamily Housing,Whole Building,Bronx,1150,Tiffany,1
65000.0,24.0,173.6,,91.3,,,,3518061.6,,708708.5,,401.2,186.9,214.4,100,1,65000,103,K-12 School,10128,K-12 School,Whole Building,Manhattan,12,89th,0
110400.0,98.0,71.5,75.5,43.3,47.4,3.6,0.4,3411100.2,38816.3,402080.0,397284.6,302.8,181.2,121.6,100,1,110400,62,K-12 School,10002,K-12 School,Whole Building,Manhattan,166,Essex,2
48561.0,100.0,22.8,23.6,8.1,8.4,2.5,,,,115758.3,120086.3,33.4,0.0,33.4,100,1,48561,30,Multifamily Housing,11234,Multifamily Housing,Whole Building,Brooklyn,5601,Foster,2
54680.0,100.0,33.2,,12.0,,3.4,,,,235430.5,234062.2,69.4,1.4,68.0,100,1,68350,24,Multifamily Housing,11212,Multifamily Housing,Whole Building,Queens,32-15/32-25,93,2
43452.0,93.0,77.7,82.2,51.5,55.1,4.1,0.4,1648500.0,17881.0,172371.6,177517.4,137.4,87.6,49.8,100,1,43452,17,Multifamily Housing,11220,Multifamily Housing,Whole Building,Brooklyn,5805,7,2
44880.0,40.0,114.2,120.6,92.8,99.1,2.8,0.9,3735900.3,40197.7,125746.9,124755.3,234.8,198.4,36.3,100,1,44880,84,Multifamily Housing,11229,Multifamily Housing,NA,Brooklyn,2325,OCEAN,1
92697.0,74.0,107.1,,70.9,,4.9,0.0,106964.5,1085.2,453013.6,451622.8,507.6,370.5,137.0,100,1,92697,71,Multifamily Housing,10016,Multifamily Housing,Whole Building,Manhattan,30,37th,2
212760.0,8.0,182.9,191.4,107.0,114.3,10.0,0.8,15571372.8,170441.0,2105887.9,2130768.0,1464.1,827.1,637.0,100,1,212760,34,Multifamily Housing,10128,Multifamily Housing,Whole Building,Manhattan,360,88th,0
36468.0,4.0,228.2,232.7,128.4,134.8,15.3,0.8,2738400.1,30152.0,569959.9,556976.1,310.1,145.4,164.7,100,1,36468,41,K-12 School,11211,K-12 School,NA,Brooklyn,590,Bedford,0
120700.0,4.0,168.7,173.7,115.4,120.8,6.6,1.0,11189751.2,118732.9,803462.9,793803.0,837.4,594.3,243.1,100,1,120700,64,Multifamily Housing,11414,Multifamily Housing,Whole Building,Queens,nan,153rd,0
50000.0,17.0,146.8,156.8,107.9,117.3,5.2,0.1,354110.0,3588.9,257942.1,261186.4,410.2,332.2,78.0,100,1,50000,62,Multifamily Housing,10468,Multifamily Housing,Whole Building,Bronx,2385,Grand,0
47600.0,19.0,145.9,155.7,111.0,119.8,4.2,1.1,4612353.3,50220.4,196218.0,199557.7,304.3,245.0,59.4,95,1,47600,98,Multifamily Housing,10040,Multifamily Housing,Whole Building,Manhattan,57,Wadsworth,0
47070.0,3.0,163.1,168.7,114.5,119.8,7.2,1.0,4234869.5,44816.0,338129.8,338590.7,322.6,224.9,97.7,100,1,47070,98,Multifamily Housing,10452,Multifamily Housing,NA,Bronx,903,Summit,0
95671.0,15.0,143.8,153.3,101.3,110.0,5.3,0.9,7973300.1,87934.9,503055.8,507031.2,575.7,423.5,152.2,100,1,95671,84,Multifamily Housing,11216,Multifamily Housing,Whole Building,Brooklyn,715,Marks,0
106956.0,32.0,125.2,131.7,99.3,105.6,3.5,0.9,9348200.5,100224.7,374239.0,372373.6,604.7,496.5,108.1,100,1,106956,95,Multifamily Housing,11372,Multifamily Housing,Whole Building,Queens,8904,34,1
32000.0,26.0,122.5,129.0,93.3,98.8,4.2,0.8,2537200.3,26978.1,131432.6,135522.8,172.7,134.8,38.0,100,1,32000,96,Multifamily Housing,11210,Multifamily Housing,NA,Brooklyn,3614,K,0
156065.0,65.0,94.8,98.6,64.5,68.7,4.8,0.0,762970.0,7629.7,751884.5,743647.8,765.7,548.4,217.3,100,1,156065,94,Multifamily Housing,10011,Multifamily Housing,Whole Building,Manhattan,40,Fifth,1
34300.0,69.0,140.0,146.9,92.1,98.4,7.3,0.7,2309856.8,25214.2,248593.5,250205.9,194.5,122.7,71.8,95,1,34300,103,Multifamily Housing,10028,Multifamily Housing,NA,Manhattan,344,85th,2
165906.0,4.0,206.4,208.5,126.3,130.4,10.0,1.0,15090482.3,159514.7,1717510.5,1665585.4,1321.1,801.5,519.6,100,1,165906,23,Multifamily Housing,11365,Multifamily Housing,Whole Building,Queens,71-61,159th,0
71983.0,82.0,117.4,122.2,78.3,82.9,5.9,0.6,4188056.3,45211.3,424072.5,424072.5,345.0,222.4,122.5,100,1,71983,87,Multifamily Housing,10456,Multifamily Housing,Whole Building,Bronx,1212,Grant,2
95671.0,1.0,230.4,246.2,189.5,204.4,5.3,1.9,16417200.1,178211.6,503055.8,507031.2,1017.4,872.0,145.4,100,1,95671,84,Multifamily Housing,11216,Multifamily Housing,Whole Building,Brooklyn,715,Marks,0
26314.0,50.0,186.1,,120.3,,10.1,0.9,2070736.0,22827.1,264800.0,264800.0,200.7,124.2,76.5,100,1,26314,68,College/University,11205,K-12 School,Whole Building,Brooklyn,164-182,Willoughby,1
48653.0,40.0,103.2,109.9,79.4,85.3,2.8,0.8,3405026.7,36777.3,134916.2,138504.9,221.7,180.9,40.8,100,1,48653,28,Multifamily Housing,11231,Multifamily Housing,Whole Building,Brooklyn,165,CONOVER,1
43116.0,41.0,111.5,117.1,82.1,87.3,4.3,0.7,2914499.6,31384.7,183079.4,183638.1,207.7,154.8,52.9,100,1,43116,65,Multifamily Housing,11218,Multifamily Housing,Whole Building,Brooklyn,488,Ocean,1
50943.0,54.0,102.5,110.5,82.3,90.2,3.2,0.0,125563.6,1275.6,160414.1,160961.0,314.3,268.0,46.4,100,1,50943,98,Multifamily Housing,10032,Multifamily Housing,Whole Building,Manhattan,680,204th,1
50590.0,12.0,170.6,175.2,104.3,109.8,10.0,0.8,3510484.1,38197.7,517616.5,507893.2,336.0,186.5,149.6,100,1,50590,40,Multifamily Housing,10028,Multifamily Housing,Whole Building,Manhattan,233,86th,0
45084.0,13.0,145.8,151.0,99.4,104.3,7.0,0.8,3416769.7,36308.6,312553.7,313592.7,271.8,181.5,90.3,100,1,45084,96,Multifamily Housing,10452,Multifamily Housing,Whole Building,Bronx,1465,Nelson,0
40360.0,99.0,10.4,10.4,3.7,3.7,1.1,,,,44099.1,44099.1,12.7,0.0,12.7,100,1,40360,114,Worship Facility,11221,Worship Facility,Whole Building,Brooklyn,309,Central,2
96691.0,83.0,102.6,107.2,77.4,81.8,3.0,0.7,6497011.8,69241.4,289030.2,289030.2,432.5,345.1,87.4,100,1,96691,28,Multifamily Housing,10457,Multifamily Housing,Whole Building,Bronx,245,Echo,2
96000.0,69.0,89.6,93.6,59.9,63.7,3.8,0.5,4106100.3,44726.0,361200.0,361200.0,358.1,248.8,109.3,100,1,96000,64,K-12 School,11236,K-12 School,Whole Building,Brooklyn,10001,Flatlands,2
57510.0,27.0,139.9,,114.5,,3.9,0.1,305087.5,3050.9,225610.7,224171.3,496.4,431.2,65.2,100,1,57510,94,Multifamily Housing,10040,Multifamily Housing,Whole Building,Manhattan,98,Thayer,0
47125.0,5.0,156.7,163.3,95.9,102.1,9.4,0.7,3010600.2,32988.2,442063.9,442754.2,287.6,159.9,127.7,100,1,47125,91,Multifamily Housing,11375,Multifamily Housing,Whole Building,Queens,71-50,Austin,0
36624.0,2.0,219.1,220.2,129.8,130.2,12.0,0.3,1274583.3,12745.8,436356.4,440223.2,347.4,215.4,132.0,100,1,36624,103,Multifamily Housing,10031,Multifamily Housing,Whole Building,Manhattan,3612,Broadway,0
60420.0,21.0,137.6,144.6,106.7,113.5,4.3,1.0,5476051.0,58972.6,259591.4,257291.1,372.0,297.0,75.0,100,1,60420,84,Multifamily Housing,11373,Multifamily Housing,Whole Building,Queens,40-35,Hampton,0
25295.0,39.0,135.8,141.9,105.2,111.4,4.2,1.0,2295813.6,24585.9,107134.8,105578.7,152.9,121.9,31.0,100,1,25295,106,Multifamily Housing,10040,Multifamily Housing,Whole Building,Manhattan,551,190th,1
105217.0,69.0,187.8,188.6,70.4,70.6,16.1,,,,1690399.7,1697984.6,632.9,121.6,511.4,100,1,105217,96,Office,10457,Office,Whole Building,Bronx,1916,Monterey,2
77000.0,72.0,98.4,103.9,89.5,94.7,0.6,0.9,6722745.3,71267.2,48429.8,48429.8,371.7,357.1,14.7,100,1,77000,86,Multifamily Housing,11230,Multifamily Housing,Whole Building,Brooklyn,900,H,2
