largest_property_use_type_-_gross_floor_area_(ft),energy_star_score,source_eui_(kbtu/ft),weather_normalized_source_eui_(kbtu/ft),site_eui_(kbtu/ft),weather_normalized_site_eui_(kbtu/ft),weather_normalized_site_electricity_intensity_(kwh/ft),weather_normalized_site_natural_gas_intensity_(therms/ft),natural_gas_use_(kbtu),weather_normalized_site_natural_gas_use_(therms),electricity_use_-_grid_purchase_(kwh),weather_normalized_site_electricity_(kwh),total_ghg_emissions_(metric_tons_co2e),direct_ghg_emissions_(metric_tons_co2e),indirect_ghg_emissions_(metric_tons_co2e),occupancy,number_of_buildings,self-reported_gross_floor_area_(ft),age,primary_property_type_-_self_selected,postal_code,largest_property_use_type,metered_areas_(energy),borough,AddressNumber,StreetName,label_for_target_var
100488.0,94.0,77.7,77.5,54.8,54.7,3.4,0.4,4351156.6,43511.6,339285.2,337090.9,329.2,231.1,98.0,100,1,100488,69,Multifamily Housing,10463,Multifamily Housing,Whole Building,Bronx,3220,Netherland,2
118000.0,46.0,114.4,121.1,91.5,97.9,3.1,0.9,9557473.6,103272.8,362336.4,360242.6,612.3,507.6,104.7,100,1,118000,96,Multifamily Housing,10468,Multifamily Housing,Whole Building,Bronx,2757,Claflin,1
62088.0,62.0,113.4,122.7,93.0,102.1,3.2,0.0,192276.7,1935.0,196774.7,198113.7,431.3,374.4,56.9,100,1,62088,83,Multifamily Housing,10463,Multifamily Housing,Whole Building,Bronx,4445,Post,1
29249.0,1.0,497.4,505.0,337.7,345.6,23.8,2.6,9669584.5,99832.8,902554.7,898013.1,774.4,513.6,260.8,100,1,37749,103,Office,10013,Office,Whole Building,Manhattan,103,Motts,0
26140.0,40.0,129.5,135.5,85.6,90.3,6.8,0.7,1643451.5,17508.5,173761.3,178451.0,137.5,87.3,50.2,100,2,26140,103,Multifamily Housing,10031,Multifamily Housing,Whole Building,Manhattan,469-479,152nd,1
60950.0,1.0,505.9,505.9,462.4,462.4,2.9,4.5,27587257.0,275872.6,174099.5,174099.5,1518.0,1465.3,52.7,100,1,60950,84,Multifamily Housing,11209,Multifamily Housing,Whole Building,Brooklyn,8201,4th,0
139328.0,36.0,141.1,145.7,91.3,95.2,6.4,0.7,9698662.4,102241.6,884407.6,892145.3,782.7,515.1,267.5,100,1,139328,23,Multifamily Housing,11235,Multifamily Housing,Whole Building,Brooklyn,nan,Oceana,1
38784.0,41.0,126.7,133.3,89.8,95.6,4.6,0.8,2878868.6,30976.8,176465.0,178976.4,206.3,152.9,53.4,100,1,38784,98,Multifamily Housing,10454,Multifamily Housing,NA,Bronx,353,Cypress,1
162656.0,1.0,371.4,395.9,315.2,338.9,5.6,3.2,51088500.0,552116.3,977805.2,969456.1,3009.3,2713.6,295.8,100,1,172656,120,Multifamily Housing,11201,Multifamily Housing,Whole Building,Brooklyn,101,Clark,0
61242.0,60.0,95.3,100.9,72.0,77.3,3.3,0.7,3724799.9,40477.3,201473.4,201659.5,256.1,197.8,58.2,100,1,61242,92,Multifamily Housing,11209,Multifamily Housing,Whole Building,Brooklyn,9949,Shore,1
138039.0,57.0,108.2,113.2,81.6,86.6,3.7,0.7,9489799.8,102055.3,520143.8,513812.3,654.4,504.0,150.3,100,1,138039,63,Multifamily Housing,11373,Multifamily Housing,Whole Building,Queens,42-25,80th,1
105868.0,61.0,107.4,112.4,81.9,86.8,3.6,0.7,7366790.7,78990.8,380997.3,377049.9,501.4,391.3,110.1,100,1,105868,98,Multifamily Housing,10452,Multifamily Housing,Whole Building,Bronx,911,Walton,1
79513.0,99.0,81.1,86.6,56.2,61.4,3.4,0.0,143103.1,1439.5,265918.6,268446.2,341.6,261.2,80.4,100,1,79513,109,Multifamily Housing,10024,Multifamily Housing,Whole Building,Manhattan,161,86th,2
53418.0,92.0,102.1,102.1,36.4,36.4,10.7,0.0,0.0,0.0,570649.3,570649.3,164.9,0.0,164.9,100,1,53418,108,Office,10013,Office,NA,Manhattan,428,Broadway,2
349059.0,87.0,111.2,111.7,48.9,50.2,9.9,0.2,5729672.9,64207.8,3897253.7,3842207.9,1430.5,304.3,1126.2,100,1,389059,115,Office,11201,Office,Whole Building,Brooklyn,55,Washington,2
58055.0,75.0,106.3,110.2,77.3,81.4,3.5,0.7,3792370.1,40411.5,204539.8,200956.0,263.3,201.4,61.9,100,1,58055,68,Multifamily Housing,10470,Multifamily Housing,Whole Building,Bronx,4265,Webster,2
89472.0,93.0,155.6,158.1,93.9,96.7,7.9,0.7,5956022.1,62282.2,715612.8,709609.1,532.8,316.4,216.5,100,1,89472,47,Senior Care Community,11235,Senior Care Community,Whole Building,Brooklyn,2900,Bragg,2
56250.0,12.0,185.8,190.9,127.2,132.1,8.7,1.0,5479192.4,57560.3,491511.3,491511.3,433.1,291.0,142.0,100,1,56250,101,Multifamily Housing,10458,Multifamily Housing,Whole Building,Bronx,2837-39,Valentine,0
157200.0,66.0,102.5,108.7,71.1,77.3,4.2,0.0,351200.0,3512.0,661759.9,661759.9,854.7,654.5,200.2,100,1,157200,93,K-12 School,11212,K-12 School,Whole Building,Brooklyn,210,Chester,1
58523.0,100.0,26.3,26.8,11.1,11.3,2.5,0.0,159306.7,1616.3,143484.5,146296.0,49.9,8.5,41.5,100,1,58523,93,Multifamily Housing,10467,Multifamily Housing,Whole Building,Bronx,624,222,2
110000.0,80.0,100.1,102.8,64.5,67.5,4.7,0.0,502746.9,5027.5,525285.8,521412.8,547.4,388.5,158.9,95,1,110000,108,Multifamily Housing,10024,Multifamily Housing,Whole Building,Manhattan,575,End,2
33630.0,22.0,132.6,,102.1,,4.3,0.9,2805600.1,29717.8,143876.4,144076.1,200.8,159.3,41.6,100,0,33630,83,Multifamily Housing,11230,Multifamily Housing,Whole Building,Brooklyn,1401,Elm,0
69500.0,8.0,159.1,158.4,110.2,110.1,6.5,0.1,400730.4,4042.4,454779.7,450005.4,589.0,451.4,137.6,100,1,69500,93,Multifamily Housing,10472,Multifamily Housing,Whole Building,Bronx,1306,Fteley,0
56555.0,93.0,74.5,,52.3,,,,2430252.7,,154983.7,,176.0,129.1,46.9,100,1,56555,103,Multifamily Housing,10025,Multifamily Housing,Whole Building,Manhattan,308,West104,2
46505.0,7.0,163.3,168.4,118.7,124.1,5.3,1.1,4660118.0,49268.0,252211.7,247960.7,323.8,247.5,76.3,90,1,46505,99,Multifamily Housing,10452,Multifamily Housing,Whole Building,Bronx,38-40,Marcy,0
225240.0,84.0,88.1,,59.0,,3.7,0.5,10476032.2,112103.6,824922.7,835142.7,806.0,556.4,249.5,100,3,225240,58,Multifamily Housing,11368,Multifamily Housing,Whole Building,Queens,99-04,57th,2
13800.0,1.0,440.2,442.3,343.8,344.6,13.5,2.9,4006123.9,40061.2,183647.0,186732.9,274.2,221.1,53.1,100,1,13800,74,Multifamily Housing,11365,Multifamily Housing,Whole Building,Queens,190-15,73,0
54804.0,39.0,114.3,121.2,88.1,94.6,4.2,0.0,251756.7,2565.9,225883.8,229054.7,361.1,295.8,65.3,100,1,54804,98,Multifamily Housing,10459,Multifamily Housing,Whole Building,Bronx,970,Prospect,1
455940.0,68.0,111.2,118.9,35.4,37.9,11.1,,,,4732200.5,5058226.0,1431.5,0.0,1431.5,100,1,455940,59,Multifamily Housing,11206,Multifamily Housing,Whole Building,Brooklyn,91,Boerum,2
183730.0,3.0,684.6,690.2,229.6,231.4,62.8,0.0,4326.5,47.0,15110160.3,15235738.3,4878.6,307.7,4570.9,100,1,242586,99,Office,10010,Office,Whole Building,Manhattan,120,23rd,0
60850.0,99.0,55.7,,32.6,,3.7,0.1,412727.3,4127.3,224672.8,226231.5,146.3,81.4,64.9,100,1,60850,95,Multifamily Housing,10467,Multifamily Housing,Whole Building,Bronx,3366,Decatur,2
204069.0,1.0,5705.7,5705.7,4463.7,4463.7,142.9,39.8,811416228.0,8114162.3,29156910.0,29156910.0,51918.3,43098.2,8820.1,100,1,204069,35,Office,10027,Office,Whole Building,Manhattan,530,120th,0
88178.0,97.0,78.1,83.4,57.6,62.7,2.5,0.5,4339366.9,47923.3,217107.1,217107.1,296.2,230.5,65.7,100,1,88178,100,Multifamily Housing,10463,Multifamily Housing,Whole Building,Bronx,3820,Waldo,2
87260.0,100.0,11.1,11.1,4.1,4.1,0.9,0.0,75400.0,754.0,82640.0,82640.0,29.0,4.0,25.0,100,1,87260,59,Multifamily Housing,10027,Multifamily Housing,Whole Building,Manhattan,435,119th,2
55525.0,68.0,201.7,209.3,99.6,102.4,14.3,0.5,2948700.0,29831.8,756235.9,792451.6,385.4,156.6,228.8,100,1,55000,20,Hotel,10011,Hotel,Whole Building,Manhattan,108,24th,2
266136.0,88.0,99.1,103.5,69.9,73.9,3.6,0.6,15329500.3,163552.8,960416.6,967966.9,1104.8,814.2,290.5,100,1,266136,33,Multifamily Housing,11368,Multifamily Housing,Whole Building,Queens,54-09/54-39,100th,2
49248.0,30.0,117.3,122.9,88.4,93.8,4.1,0.8,3662937.3,39341.6,202067.4,201065.7,252.9,194.6,58.4,100,1,49248,96,Multifamily Housing,10468,Multifamily Housing,Whole Building,Bronx,145,188,0
39904.0,50.0,265.7,274.2,146.2,153.6,13.5,,,,542583.9,539858.3,428.5,0.0,428.5,100,1,39904,172,Office,10065,Office,Whole Building,Manhattan,830,5th,1
64260.0,1.0,407.5,412.8,216.8,223.9,29.8,1.2,7324318.8,78641.2,1936288.9,1912064.5,948.5,389.0,559.5,90,1,64260,14,Senior Care Community,10014,Senior Care Community,Whole Building,Manhattan,214,Houston,0
75390.0,46.0,131.6,135.9,102.2,106.3,4.4,0.4,3372283.1,33722.8,328019.9,329287.4,512.6,417.8,94.8,100,1,75390,63,Multifamily Housing,10468,Multifamily Housing,Whole Building,Bronx,3065,Sedgwick,1
50400.0,94.0,68.8,68.8,24.6,24.6,7.2,,,,362863.0,362863.0,104.9,0.0,104.9,95,1,50400,50,Multifamily Housing,11213,Multifamily Housing,Whole Building,Brooklyn,959,Mark,2
27330.0,66.0,93.1,96.5,68.1,71.5,3.6,0.6,1523193.7,16188.9,99055.5,98159.5,109.5,80.9,28.6,100,1,27330,96,Multifamily Housing,10468,Multifamily Housing,Whole Building,Bronx,2300,University,1
32480.0,41.0,117.4,123.4,88.2,94.2,3.9,0.1,224906.5,2249.1,125294.5,125249.3,214.0,176.1,37.9,100,1,32480,64,Multifamily Housing,10458,Multifamily Housing,Whole Building,Bronx,2929,Briggs,1
42730.0,15.0,140.6,148.1,105.2,112.4,5.0,1.0,3761799.9,40711.5,215536.7,214961.0,262.1,199.8,62.3,100,1,42730,101,Multifamily Housing,10468,Multifamily Housing,Whole Building,Bronx,2532,UNIVERSITY,0
76190.0,2.0,236.2,242.0,92.6,95.6,19.9,0.3,1991636.8,21179.0,1484453.1,1513630.8,554.8,105.8,449.1,100,1,76190,38,Hotel,10022,Hotel,Whole Building,Manhattan,127,55th,0
59000.0,85.0,92.1,97.1,57.0,61.7,4.5,0.5,2447659.4,27284.6,267546.8,267546.8,210.9,130.0,80.9,100,1,59000,61,Residence Hall/Dormitory,10027,Residence Hall/Dormitory,Whole Building,Manhattan,616,116th,2
74970.0,98.0,74.8,74.8,47.7,47.7,3.5,0.4,2688484.6,26884.8,260210.2,260210.2,221.5,142.8,78.7,100,1,74970,64,Multifamily Housing,10467,Multifamily Housing,Whole Building,Bronx,3209,Decatur,2
69960.0,53.0,126.3,132.9,85.3,91.1,5.2,0.7,4736306.3,51238.6,360715.9,365466.0,360.7,251.6,109.1,100,1,69960,92,Multifamily Housing,10458,Multifamily Housing,Whole Building,Bronx,323,198th,1
36669.0,9.0,143.2,149.3,111.4,117.8,4.3,1.0,3536854.7,37844.5,160959.2,157247.3,234.4,187.9,46.5,100,1,36669,97,Multifamily Housing,10452,Multifamily Housing,Whole Building,Bronx,1360,Plimpton,0
36557.0,41.0,157.9,159.5,78.0,78.5,12.9,0.3,1261133.3,12611.3,465702.6,471797.2,201.6,67.0,134.6,100,1,36557,123,Office,10013,Office,NA,Manhattan,2,Broadway,1
46174.0,100.0,45.5,48.3,18.3,19.3,4.7,0.0,150442.4,1516.8,203606.5,216694.5,66.8,8.0,58.8,100,1,46174,103,Multifamily Housing,10033,Multifamily Housing,Whole Building,Manhattan,140,Wadsworth,2
81564.0,57.0,116.7,,90.0,,4.2,0.0,0.0,0.0,343453.8,342081.3,557.3,458.0,99.2,100,1,81564,99,Multifamily Housing,11372,Multifamily Housing,Whole Building,Queens,37-52,89th,1
122641.0,50.0,164.2,,73.5,,12.4,,3909044.2,,1497012.4,1524452.9,660.5,207.6,452.9,60,1,122641,121,Residence Hall/Dormitory,10471,Residence Hall/Dormitory,Whole Building,Bronx,5655,Arlington,1
74480.0,92.0,91.8,91.9,62.3,62.4,4.0,0.0,112000.0,1161.0,295360.0,295360.0,356.5,267.2,89.3,100,1,74480,103,K-12 School,10457,K-12 School,Whole Building,Bronx,459,176th,2
46665.0,63.0,105.7,111.1,80.4,85.5,3.6,0.7,3181127.1,34251.8,166817.7,166119.8,217.2,169.0,48.2,100,1,46665,97,Multifamily Housing,10467,Multifamily Housing,NA,Bronx,3060,HULL,1
29940.0,100.0,52.3,53.5,25.5,26.6,4.3,0.1,328310.0,3591.3,127782.5,128296.5,54.4,17.4,36.9,100,1,29940,103,Multifamily Housing,10025,Multifamily Housing,NA,Manhattan,250,105th,2
63834.0,3.0,174.3,178.9,94.1,98.6,12.6,0.6,3254307.1,35461.7,807007.6,805733.9,406.0,172.9,233.2,100,1,63834,112,Multifamily Housing,10001,Multifamily Housing,Whole Building,Manhattan,245,Seventh,0
87000.0,1.0,7425.8,7425.8,7125.3,7125.3,16.9,,,,1471938.2,1471938.2,44006.5,0.0,44006.5,100,1,87000,113,K-12 School,10012,K-12 School,Whole Building,Manhattan,1,4th,0
65916.0,7.0,199.9,,148.9,,6.3,1.3,8442048.5,87537.5,402355.2,415911.7,570.1,448.4,121.7,100,1,65916,61,Multifamily Housing,11435,Multifamily Housing,Whole Building,Queens,147-25,88,0
70995.0,60.0,115.2,,81.0,,,,4725240.3,,300528.6,,341.9,251.0,90.9,100,1,70995,83,Multifamily Housing,10128,Multifamily Housing,Whole Building,Manhattan,520,90th,1
51000.0,83.0,102.9,108.0,75.4,80.4,3.3,0.7,3267800.2,35216.3,169535.8,169033.5,224.9,173.6,51.3,100,1,51000,66,Multifamily Housing,11209,Multifamily Housing,Whole Building,Brooklyn,7423,Ridge,2
32500.0,73.0,102.0,108.5,95.3,101.4,0.3,1.0,3065437.3,32653.1,8893.5,9067.5,167.7,162.8,4.9,100,1,32500,94,Multifamily Housing,11040,Multifamily Housing,Whole Building,Queens,58,Surrey,2
33643.0,78.0,119.3,120.9,38.0,38.5,11.3,,,,566375.7,573768.8,171.3,0.0,171.3,100,1,50862,21,Medical Office,11234,Medical Office,Whole Building,Brooklyn,5923,Strickland,2
74253.0,68.0,117.3,,40.9,,10.6,,453114.8,,884695.9,902001.8,291.7,24.1,267.6,100,1,84860,14,Multifamily Housing,11216,Multifamily Housing,Whole Building,Brooklyn,341,Eastern,2
344470.0,100.0,61.6,61.3,24.6,24.5,6.0,0.0,1430818.2,14440.6,2062212.6,2053276.1,671.9,76.0,595.9,100,1,344470,63,Multifamily Housing,10456,Multifamily Housing,Whole Building,Bronx,890,Trinity,2
35410.0,100.0,8.6,,3.5,,,,,,29189.4,,9.7,,8.4,100,1,35410,22,Multifamily Housing,11231,Multifamily Housing,Whole Building,Brooklyn,64-79,9th,2
105000.0,26.0,121.0,126.3,84.2,89.5,5.4,0.7,6890299.8,74518.1,572157.0,568977.8,531.3,366.0,165.3,100,1,105000,69,Multifamily Housing,11372,Multifamily Housing,Whole Building,Queens,87-10,37th,0
134645.0,78.0,153.5,155.4,75.4,76.0,10.6,0.4,5358548.0,53585.5,1403946.6,1427827.4,709.3,284.6,424.7,85,1,134645,14,Hotel,11369,Hotel,Whole Building,Queens,102-40,Ditmars,2
145097.0,1.0,584.3,573.5,264.1,255.5,43.4,,,,6339741.3,6297532.4,3156.7,1238.9,1917.8,100,1,145097,118,Office,10029,Office,Whole Building,Manhattan,151,97,0
85568.0,78.0,98.2,,64.6,,4.2,0.5,4075629.3,40756.3,364935.6,361509.0,342.3,231.9,110.4,100,1,85568,61,Multifamily Housing,11377,Multifamily Housing,Whole Building,Queens,43,Woodside,2
59248.0,38.0,106.0,111.3,73.5,78.0,4.9,0.6,3373399.9,36262.5,286876.3,291538.2,262.1,179.2,82.9,100,1,59248,22,Multifamily Housing,10304,Multifamily Housing,Whole Building,Staten Island,35,GORDON,1
639222.0,79.0,177.9,180.9,75.0,78.0,13.2,0.0,652683.9,6503.3,9510583.4,9434616.3,4276.3,34.7,4241.7,100,1,715711,92,Office,10110,Office,Whole Building,Manhattan,500,5th,2
283580.0,57.0,126.9,129.2,54.0,55.8,9.5,0.0,1050124.3,11897.4,2953582.6,2961687.8,1331.8,55.8,1276.0,100,1,312586,16,Multifamily Housing,10028,Multifamily Housing,Whole Building,Manhattan,205,85th,1
92400.0,22.0,126.8,133.0,88.2,93.8,5.8,0.7,6338900.1,68477.6,529905.4,533915.4,489.8,336.7,153.1,100,1,92400,68,Multifamily Housing,11375,Multifamily Housing,Whole Building,Queens,67-30,Dartmouth,0
164630.0,77.0,120.0,120.6,57.6,58.2,10.0,0.2,4174590.2,42722.6,1762683.9,1762683.9,731.1,221.7,509.3,100,1,176867,35,Office,10011,Office,Whole Building,Manhattan,110,Fifth,2
572638.0,84.0,185.7,186.5,84.1,84.7,12.8,,,,7318651.3,7326393.6,3754.9,0.0,3754.9,100,1,572638,72,Office,10019,Office,Whole Building,Manhattan,1740,Broadway,2
29500.0,50.0,123.9,130.7,66.4,72.8,7.6,0.5,2219233.3,25644.1,415444.4,416428.6,243.5,117.9,125.7,100,1,54750,56,Mixed Use Property,11101,Non-Refrigerated Warehouse,Whole Building,Queens,54-08,Vernon,1
181200.0,78.0,110.6,115.0,70.3,74.5,5.2,0.5,8981799.6,97423.5,939199.9,939199.9,801.8,517.7,284.1,100,1,181200,59,K-12 School,11208,K-12 School,Whole Building,Brooklyn,370,Fountain,2
30414.0,13.0,139.4,142.7,65.5,68.0,11.9,0.3,763384.4,8306.9,359780.3,362836.2,144.5,40.5,104.0,100,1,30414,93,Multifamily Housing,10014,Multifamily Housing,Whole Building,Manhattan,35,Bethune,0
77035.0,80.0,103.6,105.7,50.0,52.3,8.6,0.0,61656.7,719.4,669806.5,666043.8,310.1,116.5,193.5,100,1,77035,112,Office,10011,Office,Whole Building,Manhattan,50,17th,2
87413.0,98.0,63.4,62.7,27.3,27.1,5.7,0.1,645456.2,6560.0,509507.1,501962.2,181.5,34.3,147.2,100,1,87413,96,Multifamily Housing,10457,Multifamily Housing,NA,Bronx,1625-1631,Fulton,2
78010.0,45.0,99.6,103.2,63.0,66.1,5.7,0.5,3420399.9,36475.4,437103.8,441648.0,308.0,181.7,126.3,100,1,78010,133,Multifamily Housing,11418,Multifamily Housing,Whole Building,Queens,84-10,101st,1
51085.0,18.0,138.0,143.6,98.1,103.5,5.9,0.8,3991200.0,42655.5,299040.0,299040.0,298.4,212.0,86.4,100,1,51085,14,Multifamily Housing,11693,Multifamily Housing,Whole Building,Queens,151,96th,0
39120.0,33.0,116.4,120.6,87.7,91.5,4.1,0.8,2884717.9,30281.8,159602.3,161013.1,199.3,153.2,46.1,95,1,39120,97,Multifamily Housing,11432,Multifamily Housing,Whole Building,Queens,166-05,88th,1
32500.0,67.0,91.8,96.5,66.6,71.1,3.7,0.6,1757200.0,19040.5,119205.0,118993.0,127.8,93.3,34.4,100,1,32500,12,Multifamily Housing,11233,Multifamily Housing,Whole Building,Brooklyn,2170,Atlantic,1
79500.0,80.0,91.7,95.6,45.2,47.9,7.6,0.2,1978400.3,21890.3,736816.1,753627.6,318.0,105.1,212.9,100,1,99375,86,Retail Store,11432,Retail Store,Whole Building,Queens,162-21,Jamaica,2
29616.0,1.0,1521.9,1597.9,948.4,1012.9,89.5,7.1,19186245.3,209528.3,2609181.6,2650571.7,1773.0,1019.1,754.0,100,1,29616,25,Multifamily Housing,10475,Multifamily Housing,Whole Building,Bronx,3285,Rombouts,0
182499.0,10.0,190.1,190.1,94.6,94.6,12.7,0.5,9339069.8,93390.7,2323749.6,2323749.6,1199.0,496.0,702.9,100,1,182499,11,Multifamily Housing,10038,Multifamily Housing,Whole Building,Manhattan,113,Nassau,0
62886.0,34.0,195.3,204.5,105.5,111.8,12.2,0.7,4088605.9,44042.4,745712.4,768962.7,442.7,217.2,225.6,100,1,62886,92,Residence Hall/Dormitory,10454,Residence Hall/Dormitory,Whole Building,Bronx,190,Willow,1
33800.0,17.0,155.7,162.3,117.2,123.6,5.5,1.0,3333200.0,35467.9,184548.0,184548.0,230.4,177.0,53.3,100,1,33800,97,Multifamily Housing,11235,Multifamily Housing,Whole Building,Brooklyn,3033,13,0
77620.0,19.0,131.3,140.2,100.6,109.1,4.3,0.9,6674712.3,73283.0,333290.9,333896.6,450.8,354.5,96.3,100,1,77620,115,Multifamily Housing,10024,Multifamily Housing,Whole Building,Manhattan,202-214,85th,0
27253.0,100.0,68.3,73.6,54.9,59.7,1.8,0.5,1329990.6,14578.1,48600.2,49700.9,84.7,70.6,14.0,100,1,27253,71,Multifamily Housing,11358,Multifamily Housing,Whole Building,Queens,37-15,190th,2
13800.0,1.0,592.0,589.6,462.3,461.4,17.7,3.9,5385140.9,53851.4,247352.9,243858.3,368.7,297.2,71.5,100,1,13800,74,Multifamily Housing,11365,Multifamily Housing,Whole Building,Queens,188-01,71,0
24000.0,55.0,129.9,130.0,98.0,98.1,3.8,0.8,1986479.1,19864.8,91035.3,91346.9,137.2,109.6,27.5,100,1,24000,76,Multifamily Housing,11365,Multifamily Housing,Whole Building,Queens,192-15,64,1
36000.0,77.0,276.1,283.7,145.3,151.5,17.7,0.4,1402865.6,15022.4,632822.4,638973.9,389.9,198.4,191.4,100,1,36000,93,Hotel,10022,Hotel,Whole Building,Manhattan,151,50th,2
52980.0,37.0,136.4,145.8,106.4,115.1,3.5,1.0,5009555.3,54636.9,183708.1,185471.2,321.7,266.1,55.6,100,1,52980,84,Multifamily Housing,11226,Multifamily Housing,Whole Building,Brooklyn,410,Marlboro,1
89091.0,100.0,23.3,22.4,14.6,13.6,1.1,0.1,960800.0,8643.4,99328.0,101654.6,81.1,51.0,30.0,100,1,89091,56,Multifamily Housing,10027,Multifamily Housing,Whole Building,Manhattan,434,120th,2
158590.0,54.0,121.8,127.3,83.1,88.3,4.9,0.7,10545781.0,113859.3,770013.4,769166.7,793.1,560.1,232.9,100,1,158590,64,Multifamily Housing,11230,Multifamily Housing,Whole Building,Brooklyn,1265,19,1
57631.0,6.0,170.0,,129.8,,6.4,0.0,248934.4,2503.5,365755.4,367419.6,569.4,463.8,105.7,100,1,60610,93,Multifamily Housing,10040,Multifamily Housing,Whole Building,Manhattan,100,Thayer,0
56534.0,97.0,71.5,75.1,61.0,64.4,1.2,0.6,3208181.8,34027.5,70376.6,70376.6,190.7,170.4,20.3,100,1,56534,74,Multifamily Housing,11223,Multifamily Housing,Whole Building,Brooklyn,29,Murdock,2
112482.0,53.0,107.7,114.9,79.0,85.5,4.2,0.7,7294506.0,80006.3,465770.1,473560.4,522.0,387.4,134.6,100,1,112482,54,Multifamily Housing,11102,Multifamily Housing,NA,Queens,8-15,27th,1
96100.0,97.0,98.5,103.4,63.4,68.3,4.7,0.0,14400.0,149.6,455200.0,455200.0,479.2,341.5,137.7,100,1,96100,99,K-12 School,10462,K-12 School,Whole Building,Bronx,950,Rhinelander,2
61337.0,11.0,159.0,164.5,125.4,131.1,4.5,1.2,6728521.7,70991.2,281430.3,275815.7,438.7,357.4,81.3,100,1,61337,99,Multifamily Housing,10452,Multifamily Housing,Whole Building,Bronx,1155,Gerard,0
84331.0,74.0,104.2,107.1,70.4,73.3,4.5,0.0,108830.3,1099.4,383432.8,382993.7,461.8,345.8,116.0,100,1,84331,99,Multifamily Housing,10028,Multifamily Housing,Whole Building,Manhattan,1049,Park,2
62400.0,65.0,113.4,119.6,89.9,95.9,3.2,0.9,4935300.2,53046.4,198347.1,198423.7,319.5,262.1,57.3,100,1,62400,95,Multifamily Housing,11219,Multifamily Housing,Whole Building,Brooklyn,5501,15th,1
48175.0,33.0,142.5,,104.5,,5.0,0.0,0.0,0.0,244907.7,241780.5,385.6,311.5,74.1,100,1,48175,99,Multifamily Housing,10453,Multifamily Housing,Whole Building,Bronx,38,182nd,1
68821.0,100.0,46.9,46.9,18.0,18.1,3.9,0.0,312225.0,3255.5,270897.0,269255.4,98.5,16.6,81.9,100,1,68821,116,Multifamily Housing,10024,Multifamily Housing,Whole Building,Manhattan,257,86th,2
43760.0,56.0,166.2,169.3,74.1,77.8,12.3,0.4,1391700.0,15698.7,542399.9,537614.7,238.0,73.9,164.1,100,1,43760,29,K-12 School,10453,K-12 School,Whole Building,Bronx,1871,Walton,1
408516.0,28.0,165.1,165.1,112.4,112.4,6.6,0.9,41128630.0,411286.3,3022012.3,3022012.3,3098.7,2184.5,914.2,100,1,457771,15,Multifamily Housing,10004,Multifamily Housing,Whole Building,Manhattan,70,West,0
25648.0,90.0,99.1,99.2,39.5,39.5,9.7,0.1,167072.7,1670.7,247694.8,247907.7,80.4,8.9,71.6,100,1,25648,109,Multifamily Housing,10033,Multifamily Housing,NA,Manhattan,200,Audobon,2
40000.0,6.0,140.3,149.8,114.4,123.3,3.4,1.1,4113400.0,44683.1,135246.8,135922.5,257.6,218.5,39.1,100,1,40000,93,Multifamily Housing,11218,Multifamily Housing,Whole Building,Brooklyn,762,3,0
30632.0,58.0,107.3,113.0,74.2,79.4,5.0,0.6,1760039.3,19149.4,150467.1,151963.9,137.0,93.5,43.5,100,1,30632,18,Multifamily Housing,10039,Multifamily Housing,Whole Building,Manhattan,201,148th,1
90080.0,94.0,85.4,85.4,53.5,53.5,4.3,0.0,154400.0,1544.0,387449.9,387449.9,377.2,260.0,117.2,100,1,90080,66,K-12 School,10023,K-12 School,Whole Building,Manhattan,210,61st,2
66000.0,43.0,143.4,151.0,101.6,108.6,5.2,0.9,5548265.3,60045.5,339738.0,341818.7,397.5,294.7,102.8,100,1,66000,59,Multifamily Housing,11373,Multifamily Housing,Whole Building,Queens,53-11,90,1
1123664.0,70.0,215.1,221.2,80.8,84.6,18.1,0.0,1469117.9,16169.5,20077015.0,20336595.6,7535.0,78.0,7457.0,95,1,1123664,36,Office,10005,Office,Whole Building,Manhattan,32,Slip,2
52000.0,100.0,64.8,65.8,27.4,28.1,5.1,0.1,528246.7,5577.6,262751.1,264625.7,107.5,28.1,79.5,100,1,52000,41,Multifamily Housing,10460,Multifamily Housing,Whole Building,Bronx,984,Park,2
113232.0,97.0,69.2,77.4,61.0,68.8,0.7,0.7,6629700.0,75047.7,81280.0,82318.6,376.7,352.1,24.6,100,1,113232,112,Multifamily Housing,10027,Multifamily Housing,Whole Building,Manhattan,601,115th,2
23500.0,32.0,118.3,122.2,56.3,58.7,10.1,0.2,526033.4,5678.2,233288.1,238120.7,95.4,27.9,67.4,100,1,23500,33,Multifamily Housing,10002,Multifamily Housing,NA,Manhattan,36,Rivington,1
30000.0,37.0,135.5,142.3,102.8,109.1,4.6,0.9,2610646.9,27988.6,138435.7,139153.7,178.7,138.7,40.0,100,1,30000,81,Multifamily Housing,10453,Multifamily Housing,Whole Building,Bronx,2240,University,1
76992.0,53.0,127.9,132.6,89.0,93.7,5.7,0.7,5335675.1,57088.1,444311.4,440843.9,411.8,283.4,128.4,100,1,76992,95,Multifamily Housing,10456,Multifamily Housing,Whole Building,Bronx,309,164,1
